speaker,utt_id,attack_id,label,y,path,split
LA_0087,LA_T_3937074,A05,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_3937074.flac,train
LA_0097,LA_T_1305270,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_1305270.flac,train
LA_0096,LA_T_3947903,A04,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_3947903.flac,train
LA_0080,LA_T_8363647,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_8363647.flac,train
LA_0080,LA_T_6306026,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_6306026.flac,train
LA_0083,LA_T_1902345,A03,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_1902345.flac,train
LA_0079,LA_T_1729083,A02,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_1729083.flac,train
LA_0080,LA_T_7589696,A05,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7589696.flac,train
LA_0087,LA_T_5756121,A03,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5756121.flac,train
LA_0098,LA_T_4631069,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4631069.flac,train
LA_0089,LA_T_8361331,A01,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_8361331.flac,train
LA_0091,LA_T_5596732,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5596732.flac,train
LA_0084,LA_T_6421956,A01,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_6421956.flac,train
LA_0081,LA_T_4024530,A02,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4024530.flac,train
LA_0097,LA_T_7318946,A01,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7318946.flac,train
LA_0088,LA_T_5822864,A05,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5822864.flac,train
LA_0089,LA_T_7490764,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7490764.flac,train
LA_0082,LA_T_2753311,A03,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_2753311.flac,train
LA_0092,LA_T_2598851,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_2598851.flac,train
LA_0082,LA_T_9529562,A02,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9529562.flac,train
LA_0081,LA_T_4687523,A01,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4687523.flac,train
LA_0091,LA_T_6082136,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_6082136.flac,train
LA_0087,LA_T_4057432,A01,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4057432.flac,train
LA_0098,LA_T_7607043,A01,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7607043.flac,train
LA_0097,LA_T_9609293,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9609293.flac,train
LA_0090,LA_T_1745690,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_1745690.flac,train
LA_0085,LA_T_4606897,A01,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4606897.flac,train
LA_0089,LA_T_9389215,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9389215.flac,train
LA_0087,LA_T_2465871,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_2465871.flac,train
LA_0094,LA_T_1041151,A05,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_1041151.flac,train
LA_0085,LA_T_7826829,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7826829.flac,train
LA_0084,LA_T_3397728,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_3397728.flac,train
LA_0090,LA_T_2445227,A03,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_2445227.flac,train
LA_0081,LA_T_4595239,A06,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4595239.flac,train
LA_0081,LA_T_5210129,A02,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5210129.flac,train
LA_0081,LA_T_5525595,A03,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5525595.flac,train
LA_0079,LA_T_7661001,A06,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7661001.flac,train
LA_0097,LA_T_2079451,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_2079451.flac,train
LA_0090,LA_T_1078988,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_1078988.flac,train
LA_0088,LA_T_6436251,A03,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_6436251.flac,train
LA_0092,LA_T_5998450,A03,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5998450.flac,train
LA_0085,LA_T_3919915,A02,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_3919915.flac,train
LA_0090,LA_T_8947818,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_8947818.flac,train
LA_0082,LA_T_4860349,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4860349.flac,train
LA_0084,LA_T_6838505,A03,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_6838505.flac,train
LA_0086,LA_T_3197672,A05,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_3197672.flac,train
LA_0086,LA_T_4334140,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4334140.flac,train
LA_0089,LA_T_6759930,A06,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_6759930.flac,train
LA_0093,LA_T_9492498,A03,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9492498.flac,train
LA_0090,LA_T_2813893,A06,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_2813893.flac,train
LA_0090,LA_T_8129486,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_8129486.flac,train
LA_0086,LA_T_3123920,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_3123920.flac,train
LA_0080,LA_T_1618831,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_1618831.flac,train
LA_0081,LA_T_5407130,A02,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5407130.flac,train
LA_0090,LA_T_4484196,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4484196.flac,train
LA_0090,LA_T_7544663,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7544663.flac,train
LA_0086,LA_T_5544402,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5544402.flac,train
LA_0097,LA_T_3657309,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_3657309.flac,train
LA_0092,LA_T_7797083,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7797083.flac,train
LA_0084,LA_T_3956959,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_3956959.flac,train
LA_0091,LA_T_5630619,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5630619.flac,train
LA_0081,LA_T_5985368,A03,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5985368.flac,train
LA_0093,LA_T_5819013,A01,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5819013.flac,train
LA_0083,LA_T_7179214,A05,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7179214.flac,train
LA_0083,LA_T_7515281,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7515281.flac,train
LA_0088,LA_T_8710866,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_8710866.flac,train
LA_0089,LA_T_8800795,A02,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_8800795.flac,train
LA_0089,LA_T_6979533,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_6979533.flac,train
LA_0093,LA_T_1955947,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_1955947.flac,train
LA_0096,LA_T_2167896,A02,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_2167896.flac,train
LA_0079,LA_T_7962577,A05,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7962577.flac,train
LA_0080,LA_T_9851708,A04,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9851708.flac,train
LA_0081,LA_T_3854268,A06,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_3854268.flac,train
LA_0096,LA_T_1794966,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_1794966.flac,train
LA_0090,LA_T_2092466,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_2092466.flac,train
LA_0089,LA_T_6980436,A04,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_6980436.flac,train
LA_0079,LA_T_6324553,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_6324553.flac,train
LA_0092,LA_T_6767811,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_6767811.flac,train
LA_0085,LA_T_4131111,A02,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4131111.flac,train
LA_0094,LA_T_3517869,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_3517869.flac,train
LA_0097,LA_T_3779600,A05,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_3779600.flac,train
LA_0087,LA_T_9767513,A01,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9767513.flac,train
LA_0089,LA_T_1222609,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_1222609.flac,train
LA_0085,LA_T_1646363,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_1646363.flac,train
LA_0090,LA_T_5207966,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5207966.flac,train
LA_0082,LA_T_9942434,A01,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9942434.flac,train
LA_0080,LA_T_9432949,A03,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9432949.flac,train
LA_0095,LA_T_6966944,A02,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_6966944.flac,train
LA_0080,LA_T_7401297,A02,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7401297.flac,train
LA_0080,LA_T_8408665,A01,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_8408665.flac,train
LA_0085,LA_T_2817944,A05,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_2817944.flac,train
LA_0090,LA_T_9595433,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9595433.flac,train
LA_0092,LA_T_9161713,A01,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9161713.flac,train
LA_0083,LA_T_6531051,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_6531051.flac,train
LA_0080,LA_T_8927053,A05,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_8927053.flac,train
LA_0083,LA_T_7024613,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7024613.flac,train
LA_0096,LA_T_2534170,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_2534170.flac,train
LA_0085,LA_T_7096119,A01,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7096119.flac,train
LA_0093,LA_T_2508565,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_2508565.flac,train
LA_0095,LA_T_2482961,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_2482961.flac,train
LA_0080,LA_T_4824378,A02,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4824378.flac,train
LA_0082,LA_T_9675042,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9675042.flac,train
LA_0084,LA_T_3325414,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_3325414.flac,train
LA_0088,LA_T_1908050,A05,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_1908050.flac,train
LA_0082,LA_T_4369129,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4369129.flac,train
LA_0088,LA_T_8275432,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_8275432.flac,train
LA_0079,LA_T_9897034,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9897034.flac,train
LA_0080,LA_T_2946625,A04,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_2946625.flac,train
LA_0082,LA_T_7220833,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7220833.flac,train
LA_0091,LA_T_5243305,A03,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5243305.flac,train
LA_0091,LA_T_9366701,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9366701.flac,train
LA_0095,LA_T_4352298,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4352298.flac,train
LA_0088,LA_T_8726287,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_8726287.flac,train
LA_0088,LA_T_8703557,A04,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_8703557.flac,train
LA_0090,LA_T_7719451,A05,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7719451.flac,train
LA_0087,LA_T_3439154,A03,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_3439154.flac,train
LA_0083,LA_T_4314776,A01,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4314776.flac,train
LA_0090,LA_T_7881782,A04,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7881782.flac,train
LA_0079,LA_T_4197307,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4197307.flac,train
LA_0094,LA_T_9081378,A05,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9081378.flac,train
LA_0081,LA_T_6444700,A06,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_6444700.flac,train
LA_0081,LA_T_9074196,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9074196.flac,train
LA_0084,LA_T_4746121,A02,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4746121.flac,train
LA_0083,LA_T_7430008,A04,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7430008.flac,train
LA_0092,LA_T_5959553,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5959553.flac,train
LA_0092,LA_T_5662668,A06,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5662668.flac,train
LA_0081,LA_T_6227496,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_6227496.flac,train
LA_0096,LA_T_3884343,A03,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_3884343.flac,train
LA_0092,LA_T_4976230,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4976230.flac,train
LA_0094,LA_T_2340675,A02,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_2340675.flac,train
LA_0091,LA_T_6158649,A01,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_6158649.flac,train
LA_0095,LA_T_8107610,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_8107610.flac,train
LA_0092,LA_T_9114012,A06,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9114012.flac,train
LA_0080,LA_T_5911569,A04,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5911569.flac,train
LA_0089,LA_T_9860699,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_9860699.flac,train
LA_0089,LA_T_4707993,-,bonafide,1,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_4707993.flac,train
LA_0086,LA_T_7364606,A02,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_7364606.flac,train
LA_0088,LA_T_5705898,A06,spoof,0,/Users/seecsy/action_learning/data/LA/ASVspoof2019_LA_train/flac/LA_T_5705898.flac,train
