utt_id,wav_path,label,split,attack
LA_T_2424483,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2424483.flac,0,train,
LA_T_3008265,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3008265.flac,0,train,
LA_T_5118997,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5118997.flac,0,train,
LA_T_3720724,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3720724.flac,0,train,
LA_T_8700513,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8700513.flac,0,train,
LA_T_2195795,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2195795.flac,0,train,
LA_T_6368265,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6368265.flac,0,train,
LA_T_8992190,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8992190.flac,0,train,
LA_T_5856596,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5856596.flac,1,train,A06
LA_T_7697827,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7697827.flac,0,train,
LA_T_1307755,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1307755.flac,0,train,
LA_T_5102162,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5102162.flac,1,train,A04
LA_T_5162523,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5162523.flac,1,train,A04
LA_T_4062045,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4062045.flac,1,train,A01
LA_T_6049368,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6049368.flac,0,train,
LA_T_3314909,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3314909.flac,1,train,A05
LA_T_7351960,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7351960.flac,0,train,
LA_T_7929359,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7929359.flac,1,train,A06
LA_T_9358107,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_9358107.flac,0,train,
LA_T_8080008,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8080008.flac,1,train,A05
LA_T_4092827,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4092827.flac,0,train,
LA_T_3966592,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3966592.flac,1,train,A01
LA_T_3426509,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3426509.flac,0,train,
LA_T_3026599,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3026599.flac,0,train,
LA_T_7720884,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7720884.flac,1,train,A04
LA_T_8549038,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8549038.flac,0,train,
LA_T_2202599,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2202599.flac,1,train,A01
LA_T_6742582,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6742582.flac,0,train,
LA_T_5413949,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5413949.flac,1,train,A01
LA_T_4062636,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4062636.flac,1,train,A01
LA_T_4784182,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4784182.flac,0,train,
LA_T_9238717,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_9238717.flac,1,train,A06
LA_T_8962565,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8962565.flac,1,train,A04
LA_T_7310629,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7310629.flac,0,train,
LA_T_7692745,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7692745.flac,0,train,
LA_T_4955370,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4955370.flac,1,train,A04
LA_T_6922879,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6922879.flac,0,train,
LA_T_3197627,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3197627.flac,0,train,
LA_T_9662143,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_9662143.flac,1,train,A06
LA_T_7759567,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7759567.flac,1,train,A02
LA_T_9958661,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_9958661.flac,1,train,A06
LA_T_4188528,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4188528.flac,1,train,A02
LA_T_8531167,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8531167.flac,1,train,A04
LA_T_3447323,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3447323.flac,0,train,
LA_T_8929699,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8929699.flac,1,train,A04
LA_T_6282671,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6282671.flac,1,train,A01
LA_T_9609293,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_9609293.flac,0,train,
LA_T_6807168,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6807168.flac,0,train,
LA_T_9937911,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_9937911.flac,0,train,
LA_T_1090807,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1090807.flac,1,train,A05
LA_T_9730601,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_9730601.flac,0,train,
LA_T_2030494,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2030494.flac,0,train,
LA_T_9644594,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_9644594.flac,0,train,
LA_T_6769763,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6769763.flac,0,train,
LA_T_3927701,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3927701.flac,0,train,
LA_T_1955947,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1955947.flac,0,train,
LA_T_1660272,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1660272.flac,1,train,A03
LA_T_5463606,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5463606.flac,0,train,
LA_T_1715090,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1715090.flac,1,train,A02
LA_T_4127568,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4127568.flac,1,train,A02
LA_T_8479323,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8479323.flac,1,train,A01
LA_T_3999267,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3999267.flac,0,train,
LA_T_7521161,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7521161.flac,0,train,
LA_T_3419879,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3419879.flac,0,train,
LA_T_4197596,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4197596.flac,0,train,
LA_T_8290600,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8290600.flac,0,train,
LA_T_8726287,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8726287.flac,0,train,
LA_T_7825868,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7825868.flac,0,train,
LA_T_7325847,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7325847.flac,0,train,
LA_T_9226632,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_9226632.flac,1,train,A02
LA_T_5791737,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5791737.flac,0,train,
LA_T_3747538,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3747538.flac,1,train,A04
LA_T_1934754,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1934754.flac,0,train,
LA_T_1897758,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1897758.flac,0,train,
LA_T_7454443,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7454443.flac,1,train,A01
LA_T_7464434,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7464434.flac,1,train,A06
LA_T_1825168,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1825168.flac,1,train,A06
LA_T_5086026,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5086026.flac,1,train,A04
LA_T_2480603,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2480603.flac,1,train,A01
LA_T_7952897,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7952897.flac,1,train,A06
LA_T_1684951,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1684951.flac,0,train,
LA_T_9320200,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_9320200.flac,0,train,
LA_T_3957794,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3957794.flac,0,train,
LA_T_8562513,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8562513.flac,0,train,
LA_T_8760338,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8760338.flac,0,train,
LA_T_5235172,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5235172.flac,1,train,A02
LA_T_1667673,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1667673.flac,1,train,A03
LA_T_2147641,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2147641.flac,0,train,
LA_T_3707173,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3707173.flac,1,train,A01
LA_T_1743583,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1743583.flac,0,train,
LA_T_4976230,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4976230.flac,0,train,
LA_T_5799348,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5799348.flac,0,train,
LA_T_6434702,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6434702.flac,0,train,
LA_T_1367981,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1367981.flac,1,train,A03
LA_T_3009510,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3009510.flac,1,train,A04
LA_T_4760367,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4760367.flac,0,train,
LA_T_1226390,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1226390.flac,0,train,
LA_T_2193078,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2193078.flac,1,train,A03
LA_T_2588872,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2588872.flac,1,train,A04
LA_T_8150165,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8150165.flac,1,train,A04
LA_T_6062378,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6062378.flac,1,train,A04
LA_T_3141223,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3141223.flac,0,train,
LA_T_3076054,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3076054.flac,0,train,
LA_T_1728069,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1728069.flac,1,train,A06
LA_T_3357172,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3357172.flac,1,train,A04
LA_T_9336444,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_9336444.flac,1,train,A01
LA_T_7468428,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7468428.flac,1,train,A05
LA_T_5558326,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5558326.flac,1,train,A05
LA_T_2486208,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2486208.flac,1,train,A01
LA_T_6370833,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6370833.flac,0,train,
LA_T_1821843,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1821843.flac,0,train,
LA_T_3383878,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3383878.flac,0,train,
LA_T_8145267,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8145267.flac,0,train,
LA_T_8305834,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8305834.flac,0,train,
LA_T_8806097,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8806097.flac,0,train,
LA_T_4146672,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4146672.flac,0,train,
LA_T_6341504,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6341504.flac,1,train,A06
LA_T_6710807,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6710807.flac,0,train,
LA_T_5298599,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5298599.flac,1,train,A02
LA_T_4386211,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4386211.flac,1,train,A06
LA_T_1243533,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1243533.flac,0,train,
LA_T_1388480,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1388480.flac,0,train,
LA_T_3541528,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3541528.flac,0,train,
LA_T_5005194,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5005194.flac,1,train,A06
LA_T_2847909,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2847909.flac,1,train,A05
LA_T_7248140,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7248140.flac,0,train,
LA_T_6936169,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6936169.flac,1,train,A02
LA_T_1846342,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1846342.flac,0,train,
LA_T_3517869,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3517869.flac,0,train,
LA_T_8657799,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8657799.flac,1,train,A05
LA_T_2872688,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2872688.flac,1,train,A02
LA_T_7460595,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7460595.flac,1,train,A01
LA_T_4334140,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4334140.flac,0,train,
LA_T_4222512,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4222512.flac,0,train,
LA_T_7959839,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7959839.flac,1,train,A01
LA_T_8427830,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8427830.flac,1,train,A03
LA_T_4659744,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4659744.flac,1,train,A05
LA_T_8574954,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8574954.flac,1,train,A02
LA_T_7433194,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7433194.flac,1,train,A05
LA_T_6085948,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6085948.flac,1,train,A01
LA_T_7760568,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7760568.flac,1,train,A03
LA_T_2127844,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2127844.flac,0,train,
LA_T_2299372,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2299372.flac,0,train,
LA_T_7343405,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7343405.flac,1,train,A05
LA_T_5050748,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5050748.flac,0,train,
LA_T_3882719,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3882719.flac,0,train,
LA_T_9113475,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_9113475.flac,0,train,
LA_T_5891775,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5891775.flac,0,train,
LA_T_2634789,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2634789.flac,0,train,
LA_T_3221904,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3221904.flac,1,train,A06
LA_T_8245483,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8245483.flac,0,train,
LA_T_9939582,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_9939582.flac,1,train,A04
LA_T_9417963,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_9417963.flac,1,train,A06
LA_T_8695002,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8695002.flac,1,train,A05
LA_T_3527643,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3527643.flac,0,train,
LA_T_1255705,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1255705.flac,0,train,
LA_T_4622429,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_4622429.flac,1,train,A06
LA_T_3645769,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3645769.flac,1,train,A04
LA_T_2978319,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2978319.flac,0,train,
LA_T_6946670,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6946670.flac,0,train,
LA_T_1136677,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1136677.flac,1,train,A06
LA_T_5672693,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5672693.flac,1,train,A03
LA_T_3620904,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3620904.flac,1,train,A04
LA_T_1455233,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1455233.flac,0,train,
LA_T_6770388,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6770388.flac,1,train,A02
LA_T_7316655,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7316655.flac,0,train,
LA_T_9829666,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_9829666.flac,1,train,A03
LA_T_5772566,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5772566.flac,0,train,
LA_T_3186083,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3186083.flac,1,train,A03
LA_T_2397067,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2397067.flac,0,train,
LA_T_1820050,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1820050.flac,0,train,
LA_T_2093303,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_2093303.flac,1,train,A05
LA_T_6935436,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6935436.flac,0,train,
LA_T_8342717,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_8342717.flac,0,train,
LA_T_5554253,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5554253.flac,0,train,
LA_T_5988636,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5988636.flac,0,train,
LA_T_3861919,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_3861919.flac,1,train,A02
LA_T_6474634,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6474634.flac,0,train,
LA_T_1744286,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_1744286.flac,1,train,A05
LA_T_6242456,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_6242456.flac,0,train,
LA_T_7518893,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7518893.flac,1,train,A04
LA_T_7302010,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_7302010.flac,0,train,
LA_T_5830824,/Users/seecsy/main/data/LA/ASVspoof2019_LA_train/flac/LA_T_5830824.flac,1,train,A01
